date,datetime_first,datetime_last,n_records,pct_day_records,temp_in_mean,temp_in_min,temp_in_max,temp_out_mean,temp_out_min,temp_out_max,rh_in_mean,rh_in_min,rh_in_max,rh_out_mean,rh_out_min,rh_out_max,rad_in_mean,rad_in_max,rad_out_mean,rad_out_max,par_in_mean,par_out_mean,dli_in_max,dli_out_max,vpd_in_mean,vpd_in_max,vpd_out_mean,vpd_out_max,dewpoint_in_mean,dewpoint_out_mean,et_in_daily_max,et_out_daily_max,rad_acc_in_daily_max,rad_acc_out_daily_max,et_in_daily_last,et_out_daily_last,et_in_daily,et_out_daily,is_valid_day,et_in_last_minus_max,et_out_last_minus_max
2025-07-30,2025-07-30 13:09:00,2025-07-30 20:40:00,44,15.277777777777779,22.53181818181818,10.8,30.7,17.452272727272728,13.0,20.6,48.36363636363637,33,81,54.11363636363637,45,69,45.06181818181818,168.87,353.03818181818184,1432.37,120.35477272727272,793.4502272727273,1.59,10.47,1.5402272727272726,2.96,0.9288636363636363,1.33,10.624772727272727,7.999318181818182,5.77,2.42,59.48,466.01,5.77,1.98,5.77,2.42,False,0.0,-0.43999999999999995
2025-07-31,2025-07-31 16:45:00,2025-07-31 23:55:00,82,28.47222222222222,14.66219512195122,11.6,22.2,15.168292682926829,12.3,22.9,71.5,49,82,73.01219512195122,51,85,1.4510975609756096,13.54,5.125121951219512,47.08,3.8756097560975613,13.688780487804879,0.1,0.34,0.5039024390243902,1.36,0.49817073170731707,1.37,9.438292682926829,10.205731707317073,3.79,0.0,3.57,12.61,3.79,0.0,3.79,0.0,False,0.0,0.0
2025-08-01,2025-08-01 00:00:00,2025-08-01 20:41:00,239,82.98611111111111,17.185355648535566,10.2,28.3,17.22845188284519,10.7,28.2,68.00836820083683,39,91,69.31380753138075,38,94,20.37460251046025,102.33,36.502552301255236,208.37,54.41832635983263,97.49410041841004,3.9,6.99,0.7699163179916317,2.35,0.7417573221757322,2.33,10.64581589958159,10.983514644351464,5.3,0.92,146.09,261.72,5.3,0.92,5.3,0.92,True,0.0,0.0
2025-08-04,2025-08-04 08:26:00,2025-08-04 23:56:00,181,62.84722222222222,18.00939226519337,9.0,28.2,17.024309392265195,7.8,27.8,60.651933701657455,36,90,60.29834254143646,36,86,155.7193370165746,690.09,41.5414364640884,315.02,415.9089502762431,110.95243093922652,22.58,6.02,0.9737016574585636,2.23,0.9137569060773479,2.39,9.706906077348066,8.762044198895028,5.38,0.0,845.56,225.57,5.38,0.0,5.38,0.0,False,0.0,0.0
2025-08-05,2025-08-05 00:01:00,2025-08-05 23:56:00,277,96.18055555555556,15.058844765342961,6.0,28.7,14.444404332129963,5.3,27.6,66.37545126353791,27,94,64.79783393501805,30,92,81.94761732851987,537.7,26.791949458483753,328.9,218.87274368231047,71.5581227436823,18.19,5.95,0.794043321299639,2.83,0.798014440433213,2.58,7.786642599277979,6.81826714801444,5.66,0.0,680.98,222.64,5.66,0.0,5.66,0.0,True,0.0,0.0
2025-08-06,2025-08-06 00:01:00,2025-08-06 23:55:00,277,96.18055555555556,17.302888086642596,9.1,32.7,14.813718411552346,8.4,22.2,67.58483754512635,29,92,70.08664259927798,43,91,100.05205776173284,745.39,134.92880866425992,1068.91,267.2275812274368,323.95927797833934,22.21,26.92,0.867653429602888,3.37,0.5769675090252707,1.53,10.308303249097474,9.022202166064982,6.35,2.1,831.43,1121.26,6.35,2.06,6.35,2.1,True,0.0,-0.040000000000000036
2025-08-07,2025-08-07 00:06:00,2025-08-07 23:56:00,237,82.29166666666666,15.51983122362869,12.8,21.7,13.40928270042194,11.4,16.5,80.23628691983123,57,92,83.12658227848101,69,93,45.050000000000004,254.63,59.890168776371304,330.72,120.32345991561182,159.95962025316456,8.55,11.37,0.3850210970464135,1.09,0.2687763713080169,0.58,11.978776371308015,10.547088607594937,3.54,1.2,320.31,425.82,3.54,1.14,3.54,1.2,True,0.0,-0.06000000000000005
2025-08-08,2025-08-08 00:01:00,2025-08-08 23:56:00,270,93.75,16.663703703703703,12.2,26.2,13.687407407407408,11.3,19.2,78.37037037037037,48,95,83.99259259259259,65,94,62.55825925925926,540.58,93.57062962962962,923.36,167.08603703703704,244.4849259259259,13.53,19.8,0.5062592592592593,1.76,0.27011111111111114,0.78,12.509555555555556,10.930296296296296,4.68,1.53,506.72,757.92,4.68,1.51,4.68,1.53,True,0.0,-0.020000000000000018
2025-08-09,2025-08-09 00:01:00,2025-08-09 23:55:00,280,97.22222222222221,16.27357142857143,12.2,28.3,13.94,11.3,20.2,77.325,37,94,79.3,51,93,66.96321428571429,487.59,99.34532142857142,780.76,178.85107142857143,265.0353928571429,15.02,22.26,0.5583214285714286,2.32,0.36592857142857144,1.11,11.685321428571427,10.19675,5.18,1.67,562.49,834.5,5.18,1.65,5.18,1.67,True,0.0,-0.020000000000000018
2025-08-10,2025-08-10 00:00:00,2025-08-10 23:56:00,188,65.27777777777779,20.01276595744681,11.1,32.0,16.04840425531915,10.9,21.6,61.07446808510638,28,93,66.78191489361703,45,92,156.70234042553193,823.9,230.13478723404253,1196.03,415.2061170212766,575.9377127659574,23.42,32.48,1.1854787234042554,3.42,0.6635106382978723,1.42,11.139361702127658,9.534734042553191,6.1,2.4,883.8,1297.96,6.1,2.37,6.1,2.4,False,0.0,-0.029999999999999805
2025-08-11,2025-08-11 00:01:00,2025-08-11 23:56:00,168,58.333333333333336,15.732142857142858,10.0,30.4,14.388690476190478,10.4,21.5,69.51190476190476,31,90,67.94047619047619,49,78,93.47142857142856,806.94,138.4577380952381,1086.28,248.14666666666668,328.17375000000004,12.51,16.54,0.7079166666666667,2.89,0.5571428571428572,1.27,9.51172619047619,8.408988095238096,5.83,1.76,471.1,697.83,5.83,1.7,5.83,1.76,False,0.0,-0.06000000000000005
2025-08-12,2025-08-12 00:02:00,2025-08-12 23:55:00,215,74.65277777777779,18.031627906976745,9.7,30.5,14.861395348837208,10.1,20.2,65.13023255813954,32,92,65.53023255813953,48,82,118.22539534883721,825.02,174.52744186046513,1088.8,314.82,451.2673953488372,20.31,29.11,1.0224651162790699,2.97,0.6319534883720931,1.23,10.201813953488372,8.226651162790699,5.93,2.29,762.55,1125.7,5.93,2.24,5.93,2.29,False,0.0,-0.04999999999999982
2025-08-13,2025-08-13 00:01:00,2025-08-13 23:56:00,279,96.875,14.94695340501792,8.7,23.8,13.490322580645161,9.5,18.6,74.59856630824373,43,93,70.26523297491039,52,83,60.163333333333334,595.31,86.13397849462366,785.42,160.68949820788532,229.7035483870968,13.45,19.23,0.5408243727598566,1.68,0.4825448028673835,1.03,9.997634408602151,8.061648745519713,4.55,1.63,503.57,720.94,4.55,1.56,4.55,1.63,True,0.0,-0.06999999999999984
2025-08-14,2025-08-14 00:01:00,2025-08-14 23:56:00,276,95.83333333333334,17.690579710144927,11.2,31.9,15.592028985507245,11.7,22.4,65.30797101449275,33,93,64.01811594202898,45,81,91.21869565217392,710.92,132.16105072463768,1056.9,243.6347463768116,349.9595652173913,20.17,28.98,0.8959420289855072,3.17,0.6708695652173913,1.49,10.317246376811594,8.65336956521739,6.16,2.26,755.29,1094.29,6.16,2.2,6.16,2.26,True,0.0,-0.05999999999999961
2025-08-15,2025-08-15 00:01:00,2025-08-15 23:56:00,275,95.48611111111111,17.587272727272726,12.0,29.8,15.078181818181818,11.4,20.8,68.3490909090909,33,90,69.70545454545454,50,86,112.50283636363636,779.6,170.5926909090909,1023.28,299.9566909090909,439.1843636363636,24.75,36.23,0.8125090909090908,2.81,0.5524727272727273,1.18,10.939563636363637,9.411490909090908,5.62,2.59,928.15,1407.39,5.62,2.51,5.62,2.59,True,0.0,-0.08000000000000007
2025-08-16,2025-08-16 00:01:00,2025-08-16 23:56:00,280,97.22222222222221,15.852857142857143,10.6,27.7,14.114642857142856,10.9,19.7,74.21785714285714,38,93,71.51071428571429,52,86,62.99714285714286,643.48,87.96242857142857,838.09,168.2579642857143,234.08617857142858,14.13,19.66,0.5790714285714286,2.3,0.4788571428571429,1.08,10.810892857142857,8.938678571428571,5.26,1.78,529.18,738.88,5.26,1.68,5.26,1.78,True,0.0,-0.10000000000000009
2025-08-17,2025-08-17 00:01:00,2025-08-17 23:55:00,279,96.875,17.199283154121865,10.3,29.9,15.012544802867383,10.1,20.5,72.1326164874552,35,96,71.91039426523298,54,92,69.49379928315412,646.87,101.97820788530466,1023.17,185.60985663082437,269.14247311827955,15.54,22.53,0.6913978494623656,2.74,0.5096415770609319,1.05,11.553548387096775,9.82763440860215,5.78,1.77,581.66,853.56,5.78,1.74,5.78,1.77,True,0.0,-0.030000000000000027
2025-08-18,2025-08-18 00:00:00,2025-08-18 23:55:00,244,84.72222222222221,18.070081967213117,11.0,30.6,15.559016393442624,11.1,21.1,66.16803278688525,33,96,67.6188524590164,48,90,106.10643442622951,759.04,165.737131147541,1046.12,283.21504098360657,418.5645081967213,20.73,30.64,0.9767622950819672,2.9,0.6268032786885246,1.27,10.539754098360655,9.28983606557377,5.89,2.3,776.7,1213.2,5.89,2.25,5.89,2.3,True,0.0,-0.04999999999999982
2025-08-19,2025-08-19 00:00:00,2025-08-19 23:50:00,276,95.83333333333334,17.773913043478263,10.4,33.3,15.260144927536233,10.9,22.1,69.21376811594203,27,95,69.64492753623189,48,87,77.80253623188406,697.49,119.6173188405797,1147.9,207.80170289855073,305.2146739130435,17.21,25.27,0.8568115942028985,3.73,0.5786594202898551,1.36,11.14177536231884,9.478478260869565,6.54,2.01,644.21,990.43,6.54,1.95,6.54,2.01,True,0.0,-0.05999999999999983
2025-08-20,2025-08-20 00:00:00,2025-08-20 23:56:00,265,92.01388888888889,18.033584905660376,8.2,35.1,15.269056603773585,8.2,23.3,65.71320754716982,28,95,68.64528301886793,46,94,126.12788679245283,765.24,171.21939622641509,1018.26,336.61822641509434,427.7580377358491,26.76,34.01,1.088867924528302,3.9,0.6358867924528302,1.49,10.288339622641509,9.103509433962264,7.06,2.42,1002.72,1361.19,7.06,2.41,7.06,2.42,True,0.0,-0.009999999999999787
2025-08-21,2025-08-21 00:01:00,2025-08-21 23:55:00,263,91.31944444444444,17.497718631178707,9.5,29.2,15.49125475285171,9.5,21.2,65.25475285171103,32,94,64.95057034220532,48,83,79.64657794676806,673.99,116.18859315589353,970.89,212.7267300380228,308.0713307984791,16.78,24.31,0.9152851711026616,2.71,0.6613307984790875,1.21,9.99958174904943,8.731254752851711,5.7,1.95,628.41,916.73,5.7,1.9,5.7,1.95,True,0.0,-0.050000000000000044
2025-08-22,2025-08-22 00:01:00,2025-08-22 23:56:00,275,95.48611111111111,17.36945454545455,9.3,30.2,14.942545454545455,9.7,22.8,71.33454545454545,30,94,71.84363636363636,45,88,110.9936,770.39,155.8804,1057.84,296.24185454545454,401.4402181818182,24.44,33.12,0.8296363636363636,2.92,0.5387636363636363,1.47,11.074363636363636,9.588618181818182,5.93,2.4,915.7,1286.01,5.93,2.3,5.93,2.4,True,0.0,-0.10000000000000009
2025-08-23,2025-08-23 00:01:00,2025-08-23 23:55:00,282,97.91666666666666,17.71418439716312,10.6,30.0,15.49255319148936,11.5,21.1,67.28368794326241,31,94,67.44326241134752,49,89,82.6058865248227,673.91,118.39578014184397,971.69,220.6308865248227,312.1108865248227,18.67,26.4,0.8552836879432624,2.89,0.6147517730496455,1.25,10.694929078014184,9.237624113475178,5.79,2.06,698.85,1001.63,5.79,2.0,5.79,2.06,True,0.0,-0.06000000000000005
2025-08-24,2025-08-24 00:00:00,2025-08-24 23:55:00,276,95.83333333333334,18.25072463768116,7.8,33.7,15.080072463768117,8.5,21.2,63.528985507246375,26,95,65.28985507246377,45,90,121.72836956521739,722.46,181.1159420289855,1132.75,325.1225,467.44695652173914,26.92,38.7,1.157572463768116,3.87,0.6671739130434783,1.38,9.670289855072463,8.253804347826087,6.79,2.6,1007.91,1499.64,6.79,2.55,6.79,2.6,True,0.0,-0.050000000000000266
2025-08-25,2025-08-25 00:00:00,2025-08-25 23:56:00,277,96.18055555555556,16.833212996389893,10.4,27.2,14.408664259927797,10.5,18.3,68.59927797833934,40,94,69.13357400722022,55,85,80.05429602888087,657.67,118.86010830324909,1050.62,213.81595667870036,310.873357400722,17.77,25.83,0.7500722021660651,2.16,0.5303610108303249,0.93,10.372527075812275,8.684657039711192,5.19,1.96,665.25,987.73,5.19,1.92,5.19,1.96,True,0.0,-0.040000000000000036
2025-08-26,2025-08-26 00:06:00,2025-08-26 23:55:00,277,96.18055555555556,15.730685920577615,10.3,28.8,14.300361010830324,10.7,19.8,70.43682310469315,35,93,69.42238267148015,56,81,70.93469314079422,743.01,96.83696750902527,711.03,189.45848375451263,258.64050541516247,15.74,21.49,0.6441155234657039,2.57,0.5157400722021661,1.01,9.877581227436824,8.7014440433213,5.56,1.79,589.47,804.72,5.56,1.74,5.56,1.79,True,0.0,-0.050000000000000044
2025-08-27,2025-08-27 00:00:00,2025-08-27 23:50:00,280,97.22222222222221,16.256071428571428,11.4,28.4,14.30107142857143,11.8,19.6,69.90714285714286,36,90,71.21428571428571,52,84,86.89046428571429,830.12,128.55985714285714,1120.38,230.79760714285715,325.5823571428571,19.39,27.35,0.6794285714285715,2.44,0.48707142857142854,1.07,10.278321428571427,9.070964285714286,5.38,2.09,729.88,1079.9,5.38,2.07,5.38,2.09,True,0.0,-0.020000000000000018
2025-08-28,2025-08-28 00:05:00,2025-08-28 23:56:00,274,95.13888888888889,15.9992700729927,9.7,25.6,14.402189781021898,10.9,17.5,64.97445255474453,37,84,66.2992700729927,56,77,76.80175182481752,772.78,114.59883211678832,1045.49,204.8951094890511,298.7991605839416,16.84,24.56,0.7335766423357665,2.06,0.5611678832116788,0.86,8.97970802919708,8.154890510948904,4.89,2.08,631.31,942.0,4.89,2.0,4.89,2.08,True,0.0,-0.08000000000000007
2025-08-29,2025-08-29 00:01:00,2025-08-29 22:15:00,259,89.93055555555556,16.73822393822394,8.0,32.0,14.614285714285714,9.7,21.1,64.25096525096525,26,92,64.23552123552123,45,85,85.77320463320463,695.13,129.133166023166,972.42,229.09034749034748,338.6581853281853,17.8,26.31,0.9055212355212355,3.52,0.6387258687258688,1.27,8.965019305019306,7.7106949806949805,6.42,2.04,666.46,1003.36,6.42,1.99,6.42,2.04,True,0.0,-0.050000000000000044
2025-08-30,2025-08-30 01:31:00,2025-08-30 23:55:00,261,90.625,20.159386973180077,8.8,35.4,15.763601532567051,8.7,21.9,62.6551724137931,22,94,67.46743295019157,41,92,148.90536398467435,734.5,223.04402298850573,1161.65,397.7095402298851,548.6629885057472,31.14,42.96,1.3747509578544062,4.37,0.6654022988505747,1.5,10.993180076628352,9.25697318007663,7.13,2.9,1165.93,1746.43,7.13,2.82,7.13,2.9,True,0.0,-0.08000000000000007
2025-08-31,2025-08-31 00:00:00,2025-08-31 23:56:00,277,96.18055555555556,19.100722021660648,11.2,30.9,15.444765342960288,10.5,20.5,64.67509025270758,32,93,70.17328519855596,53,91,106.33,848.03,158.3767870036101,1201.32,282.4064259927798,402.9632490974729,23.47,33.49,1.0275451263537907,3.04,0.568014440433213,1.11,11.309819494584838,9.806317689530685,5.98,2.36,883.6,1316.11,5.98,2.32,5.98,2.36,True,0.0,-0.040000000000000036
2025-09-01,2025-09-01 00:01:00,2025-09-01 23:56:00,279,96.875,16.0584229390681,9.0,26.9,14.244086021505376,9.2,19.3,71.54121863799283,39,93,71.49820788530467,53,87,63.30354838709677,452.2,94.46534050179213,810.58,169.07652329749104,251.71498207885304,14.15,21.07,0.6668817204301075,2.16,0.4926523297491039,1.05,10.298924731182796,9.020967741935484,5.25,1.65,529.85,790.67,5.25,1.62,5.25,1.65,True,0.0,-0.029999999999999805
2025-09-02,2025-09-02 00:01:00,2025-09-02 23:55:00,281,97.56944444444444,17.591103202846977,9.8,31.8,14.927402135231318,10.8,20.5,67.54448398576513,30,93,69.65124555160142,53,90,107.97227758007116,843.07,158.39099644128115,1107.68,287.4855871886121,399.30576512455514,24.24,33.66,0.8942704626334519,3.29,0.5555160142348754,1.1,10.50017793594306,9.226405693950177,6.28,2.36,910.21,1335.24,6.28,2.31,6.28,2.36,True,0.0,-0.04999999999999982
2025-09-03,2025-09-03 00:00:00,2025-09-03 23:56:00,278,96.52777777777779,17.264028776978417,8.5,32.0,14.800359712230216,8.8,21.5,66.88489208633094,28,95,69.39568345323741,50,87,94.30780575539568,754.77,151.38255395683453,1465.32,251.80985611510792,378.57122302158274,21.0,31.57,0.9126258992805756,3.42,0.5707553956834532,1.27,9.982589928057553,9.00654676258993,6.4,2.24,786.53,1262.53,6.4,2.22,6.4,2.24,True,0.0,-0.020000000000000018
2025-09-04,2025-09-04 00:01:00,2025-09-04 23:56:00,274,95.13888888888889,17.264233576642333,11.2,30.3,14.447080291970803,10.3,19.4,68.78467153284672,34,91,70.98540145985402,52,90,89.12076642335767,743.61,145.50087591240876,1162.59,238.03127737226276,371.8627737226277,19.57,30.57,0.7997810218978103,2.85,0.5104014598540145,1.07,10.71492700729927,9.066751824817517,5.91,2.14,732.57,1196.02,5.91,2.09,5.91,2.14,True,0.0,-0.050000000000000266
2025-09-05,2025-09-05 00:01:00,2025-09-05 20:56:00,242,84.02777777777779,18.06280991735537,11.2,30.0,15.12685950413223,11.3,21.3,67.56198347107438,33,95,71.4297520661157,55,88,108.20739669421486,796.34,159.01252066115703,1059.42,288.48499999999996,405.325,20.94,29.43,0.8473140495867769,2.76,0.5216942148760331,1.14,11.174752066115703,9.838471074380164,5.84,2.16,785.59,1154.43,5.84,2.14,5.84,2.16,True,0.0,-0.020000000000000018
2025-09-06,2025-09-06 00:11:00,2025-09-06 10:41:00,114,39.58333333333333,14.071052631578947,10.8,24.0,12.917543859649122,11.0,17.9,81.21929824561404,44,94,76.93859649122807,58,86,36.215,217.46,56.28578947368421,366.55,96.72631578947367,150.33289473684212,3.31,5.14,0.3705263157894737,1.67,0.36087719298245613,0.86,10.575526315789473,8.873771929824562,4.48,0.85,123.86,192.5,4.48,0.85,4.48,0.85,False,0.0,0.0
2025-09-07,2025-09-07 06:06:00,2025-09-07 23:56:00,205,71.18055555555556,18.878536585365854,11.8,30.8,15.30439024390244,11.8,20.8,65.54634146341463,28,90,72.92682926829268,50,86,110.92136585365854,771.77,164.28478048780485,1062.52,295.9591219512195,420.163512195122,18.2,25.84,0.9431219512195123,3.2,0.5108780487804878,1.21,11.399902439024391,10.239658536585367,5.97,2.17,682.17,1010.35,5.97,1.99,5.97,2.17,False,0.0,-0.17999999999999994
2025-09-08,2025-09-08 00:01:00,2025-09-08 23:55:00,281,97.56944444444444,17.48861209964413,11.0,31.3,15.053736654804272,11.1,20.9,65.94306049822065,30,92,67.99644128113879,52,85,79.09021352313167,635.86,121.30950177935944,1021.07,211.24106761565835,315.04875444839854,17.81,26.56,0.8931672597864768,3.2,0.5825978647686832,1.14,10.119074733096086,9.023701067615658,6.15,2.08,666.73,1022.64,6.15,2.02,6.15,2.08,True,0.0,-0.06000000000000005
2025-09-09,2025-09-09 00:00:00,2025-09-09 23:55:00,278,96.52777777777779,17.04820143884892,8.9,29.1,14.938489208633092,9.3,20.2,65.57913669064749,33,93,68.22302158273381,52,89,66.69510791366908,570.06,101.87158273381294,800.19,178.135,271.0643884892086,14.86,22.61,0.8530575539568346,2.7,0.5789208633093526,1.11,9.739892086330935,8.927985611510792,5.79,1.85,556.24,849.61,5.79,1.81,5.79,1.85,True,0.0,-0.040000000000000036
2025-09-10,2025-09-10 00:06:00,2025-09-10 23:51:00,278,96.52777777777779,16.891726618705036,10.0,28.1,15.295683453237409,11.2,19.3,65.51079136690647,33,91,66.86690647482014,53,79,63.259496402877694,681.94,92.11212230215828,747.78,168.95866906474822,246.02107913669064,14.09,20.52,0.8129496402877698,2.49,0.5979856115107914,1.05,9.71359712230216,9.077482014388488,5.49,1.79,527.58,768.22,5.49,1.72,5.49,1.79,True,0.0,-0.07000000000000006
2025-09-11,2025-09-11 00:01:00,2025-09-11 23:56:00,242,84.02777777777779,19.801239669421488,10.8,34.3,16.222314049586778,12.2,21.5,56.64876033057851,26,89,62.64876033057851,49,77,146.92553719008265,689.3,214.9428512396694,1060.0,392.42136363636365,541.5704958677686,28.49,39.32,1.3420661157024791,4.0,0.7255785123966942,1.31,9.47702479338843,8.892685950413224,6.85,2.89,1066.68,1560.49,6.85,2.83,6.85,2.89,True,0.0,-0.06000000000000005
2025-09-12,2025-09-12 00:00:00,2025-09-12 22:41:00,228,79.16666666666666,18.226315789473684,9.2,33.0,15.363157894736842,10.0,21.2,63.175438596491226,24,93,66.93859649122807,46,83,109.40951754385965,685.52,166.1157456140351,1031.63,292.22052631578947,421.2440789473684,19.99,28.81,1.0914912280701754,3.77,0.6352192982456141,1.36,9.68951754385965,8.95548245614035,6.64,2.24,748.36,1136.23,6.64,2.15,6.64,2.24,False,0.0,-0.0900000000000003
2025-09-13,2025-09-13 05:06:00,2025-09-13 23:51:00,215,74.65277777777779,19.064651162790696,8.7,31.4,15.966046511627907,10.2,21.8,53.35813953488372,24,89,58.19069767441861,44,78,121.75762790697674,762.5,186.0460465116279,1015.23,325.0306046511628,473.242511627907,20.96,30.52,1.304046511627907,3.49,0.7980465116279071,1.46,8.097906976744186,7.565348837209302,6.31,2.58,785.34,1200.0,6.31,2.38,6.31,2.58,False,0.0,-0.20000000000000018
2025-09-14,2025-09-14 00:01:00,2025-09-14 23:55:00,243,84.375,15.911522633744855,7.2,26.7,13.863374485596708,7.8,19.4,64.29629629629629,36,93,68.0246913580247,53,89,77.9379012345679,611.67,123.31320987654321,970.32,208.16325102880657,323.1753497942387,15.18,23.56,0.841358024691358,2.24,0.5531275720164609,1.04,8.246625514403293,7.8496296296296295,5.36,1.81,568.17,898.95,5.36,1.78,5.36,1.81,True,0.0,-0.030000000000000027
2025-09-15,2025-09-15 00:00:00,2025-09-15 23:01:00,233,80.90277777777779,19.053648068669528,12.3,30.5,15.31587982832618,11.2,20.2,60.24034334763949,31,91,69.17596566523605,54,91,114.45055793991416,731.33,173.09836909871242,1199.83,305.6845064377683,435.5807725321888,21.37,30.45,1.056952789699571,3.01,0.567167381974249,1.02,10.351416309012876,9.52137339055794,5.85,2.27,800.01,1209.96,5.85,2.22,5.85,2.27,True,0.0,-0.04999999999999982
2025-09-16,2025-09-16 02:16:00,2025-09-16 21:01:00,153,53.125,16.34575163398693,8.3,30.5,14.47124183006536,8.9,21.1,65.44444444444444,27,92,67.05882352941177,47,86,53.45777777777778,314.47,90.71973856209151,510.69,142.779477124183,242.30202614379084,6.55,11.12,0.9160130718954249,3.19,0.6052287581699346,1.33,8.593986928104574,8.108300653594771,6.12,1.28,245.37,416.4,6.12,1.25,6.12,1.28,False,0.0,-0.030000000000000027
2025-09-17,2025-09-17 00:21:00,2025-09-17 21:56:00,221,76.73611111111111,17.289592760180994,8.4,30.0,14.648868778280544,8.8,21.6,66.13122171945702,30,92,69.62443438914028,51,86,77.53778280542986,467.95,119.17601809954752,679.5,207.09447963800903,318.3057466063349,13.73,21.1,0.9376018099547512,2.94,0.5593665158371041,1.24,9.750497737556561,8.928099547511312,6.0,1.77,514.08,790.14,6.0,1.72,6.0,1.77,False,0.0,-0.050000000000000044
2025-09-23,2025-09-23 11:10:00,2025-09-23 23:58:00,152,52.77777777777778,19.92105263157895,12.3,31.9,16.451315789473682,12.7,22.2,53.66447368421053,28,75,63.05263157894737,48,74,83.87710526315789,849.52,127.62302631578947,1128.13,220.6811842105263,326.7708552631579,10.06,14.9,1.26375,3.4,0.7088815789473685,1.36,9.549276315789474,9.325592105263159,6.19,2.27,382.48,581.96,6.19,1.84,6.19,2.27,False,0.0,-0.42999999999999994
2025-09-24,2025-09-24 00:06:00,2025-09-24 23:55:00,282,97.91666666666666,18.373758865248227,11.6,31.1,15.670212765957446,12.1,21.2,58.801418439716315,28,87,64.33687943262412,49,78,107.43854609929078,864.03,158.75375886524822,1022.4,283.70514184397166,402.1100354609929,24.0,34.02,1.0817730496453901,3.25,0.6637234042553191,1.28,9.24709219858156,8.836737588652483,6.06,2.54,908.93,1343.06,6.06,2.49,6.06,2.54,True,0.0,-0.04999999999999982
2025-09-25,2025-09-25 00:00:00,2025-09-25 23:56:00,274,95.13888888888889,19.762408759124085,9.8,34.0,15.819708029197082,11.1,21.2,53.21167883211679,20,87,59.72627737226277,36,80,136.22948905109487,693.47,210.29890510948906,1084.17,363.85346715328467,539.8244890510949,29.91,44.37,1.4881386861313868,4.15,0.7778832116788321,1.56,8.116423357664234,7.654963503649635,6.85,2.98,1119.81,1728.66,6.85,2.87,6.85,2.98,True,0.0,-0.10999999999999988
2025-09-26,2025-09-26 00:01:00,2025-09-26 23:56:00,282,97.91666666666666,17.795035460992906,7.7,35.9,15.079787234042554,8.1,22.4,58.07446808510638,22,89,63.840425531914896,44,85,94.89485815602836,854.14,139.9355319148936,1029.32,251.74386524822697,364.0501773049645,21.3,30.8,1.1605673758865247,4.61,0.6831560283687943,1.49,8.146560283687943,8.005035460992907,7.36,2.31,802.81,1183.85,7.36,2.29,7.36,2.31,True,0.0,-0.020000000000000018
